model_analyzed,command,hardware,purpose,result,status,issue_number,issue_title
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,python3 -m sglang.bench_serving --backend sglang --model meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8 --dataset-name random --warmup-requests 10 --num-prompts 30000 --random-input 128 --random-output 128,8x NVIDIA H200 (Compute Capability 9.0),Benchmarking serving performance for the Llama-4-Maverick model using a random dataset to measure throughput and stability.,Broken. Part of the reproduction steps for the reported ASGI application error; the benchmarking likely triggers the crash described in the issue logs.,broken,https://github.com/sgl-project/sglang/issues/9280,[Bug] Llama-4-Maverick @ lmsysorg/sglang:v0.5.0rc2-cu126 causes Exception in ASGI application
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,python3 -m sglang.launch_server --port=8000 --model-path=nvidia/Llama-4-Scout-17B-16E-Instruct-FP8 --tp=8 --trust-remote-code --mem-fraction-static 0.7 --context-length=131072 --attention-backend=fa3 --enable-multimodal --tool-call-parser=pythonic --chat-template=llama-4 --cuda-graph-max-bs=32 --host=0.0.0.0 --quantization=modelopt,8xH100,Reproducing a bug where the Llama 4 Scout FP8 checkpoint failed to load in Sglang (v0.5.0rc2) due to quantization config mismatches.,BROKEN: Failed with `ValueError: Cannot find any of ['quantization'] in the model's quantization config.`,broken,https://github.com/sgl-project/sglang/issues/9758,[Bug] Serving Quantized Llama 4 Scout with Sglang
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,python3 -m sglang.launch_server --port=8000 --model-path=nvidia/Llama-4-Scout-17B-16E-Instruct-FP8 --tp=8 --trust-remote-code --mem-fraction-static 0.7 --context-length=131072 --attention-backend=fa3 --enable-multimodal --tool-call-parser=pythonic --chat-template=llama-4 --cuda-graph-max-bs=32 --host=0.0.0.0 --quantization=modelopt,8xH100,Testing the model on a newer Sglang version (v0.5.3rc0) to see if loading and image queries work.,"BROKEN: Model loaded and text queries worked, but image queries caused a server crash with `AssertionError: x is not contiguous` in `static_quant_fp8`.",broken,https://github.com/sgl-project/sglang/issues/9758,[Bug] Serving Quantized Llama 4 Scout with Sglang
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,"curl http://localhost:8000/v1/chat/completions -H ""Content-Type: application/json"" -d '{""model"":""meta/llama-4-maverick-17b-128e-instruct-maas"", ""messages"":[{""role"": ""user"", ""content"":[{""type"": ""text"", ""text"": ""What is in this picture?""},{""type"": ""image_url"", ""image_url"":{""url"": ""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAUAAAAFCAYAAACNbyblAAAAHElEQVQI12P4//8/w38GIAXDIBKE0DHxgljNBAAO9TXL0Y4OHwAAAABJRU5ErkJggg==""}}]}]}'",8xH100,Testing multimodal capabilities (image query) on the running Sglang server.,FAILED: curl returned `(52) Empty reply from server` because the backend model worker crashed.,broken,https://github.com/sgl-project/sglang/issues/9758,[Bug] Serving Quantized Llama 4 Scout with Sglang
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,python3 -m sglang.launch_server --port=8000 --model-path=nvidia/Llama-4-Scout-17B-16E-Instruct-FP8 --tp=8 --trust-remote-code --mem-fraction-static 0.7 --context-length=131072 --attention-backend=fa3 --enable-multimodal --tool-call-parser=pythonic --chat-template=llama-4 --cuda-graph-max-bs=32 --host=0.0.0.0 --quantization=modelopt,8xH100 (implied),Testing model serving with latest version including multimodal support.,BROKEN: Failed with `OSError: Can't load image processor for 'nvidia/Llama-4-Scout-17B-16E-Instruct-FP8'`. User identified that a specific transformers git commit is required to fix this.,broken,https://github.com/sgl-project/sglang/issues/9758,[Bug] Serving Quantized Llama 4 Scout with Sglang
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,python3 -m sglang.launch_server --model /models/meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8 --port=8080 --tp-size=8 --mem-fraction-static=0.8 --context-length=524288 --tool-call-parser=pythonic --chat-template=examples/chat_template/tool_chat_template_llama4_pythonic.jinja --attention-backend=fa3 --enable-multimodal,8x NVIDIA H100 80GB HBM3,Reproduction of a bug involving high CUDA graph memory usage when launching Llama4-Maverick in SGLang.,Observation of high CUDA graph memory (6.19GB) compared to vLLM. The log shows: 'Capture cuda graph end. Time elapsed: 19.50 s. mem usage=6.19 GB. avail mem=5.24 GB.',broken,https://github.com/sgl-project/sglang/issues/8538,[Bug] Llama4 Large Cuda Graph Memory
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,"HF_TOKEN=$<your-hf-token> docker run -itd --gpus ""device=0,1,2,3,4,5,6,7"" --shm-size 10g --ulimit nofile=65535:65535 --network host --name vllm-prod-0.9.2-llama4-maverick vllm/vllm-openai:v0.9.2 --model=meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8 --served-model-name=vllm-model --tensor-parallel-size=8 --max-model-len=524288 --limit-mm-per-prompt=image=10",8x NVIDIA H100 80GB HBM3,Comparison of CUDA graph memory usage between SGLang and vLLM for the same model.,vLLM v0.9.2 successfully captures CUDA graphs using significantly less memory (1.40 GiB) despite using a larger max batch size (512 vs SGLang's 160).,working,https://github.com/sgl-project/sglang/issues/8538,[Bug] Llama4 Large Cuda Graph Memory
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,"python -m sglang.launch_server --model nvidia/Llama-4-Scout-17B-16E-Instruct-FP8 --mem-fraction-static 0.8 --attention-backend triton --trust-remote-code --quantization modelopt_fp8 --kv-cache-dtype=fp8_e4m3 --context-length=131072 --trust-remote-code --quantization modelopt --model-loader-extra-config ""{\""enable_multithread_load\"": true, \""num_threads\"": 8}"" --tp 4",,Testing model execution without piecewise CUDA graphs to ensure baseline functionality remains intact after code changes for Llama 4 support.,Confirmed working by the author ('still works'). The command successfully launches the server with specific FP8 quantization (modelopt) and 4-way tensor parallelism.,working,https://github.com/sgl-project/sglang/pull/12424,wip piecewise llama 4
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,python3 -m sglang.launch_server --model-path=nvidia/Llama-4-Scout-17B-16E-Instruct-FP8 --tp=8 --trust-remote-code --mem-fraction-static 0.7 --context-length=131072 --attention-backend=fa3 --enable-multimodal --tool-call-parser=pythonic --chat-template=llama-4 --cuda-graph-max-bs=48 --host=0.0.0.0 --speculative-algorithm=EAGLE3 --speculative-num-steps=3 --speculative-eagle-topk=4 --speculative-num-draft-tokens=8 --speculative-draft-model-path=/models/llama-4-scout-eagle/state_7 --port=8000,Mention of TP=8 (likely 8 GPUs),"Testing model serving with speculative decoding (EAGLE3), FlashAttention-3, and specific runtime optimizations like CUDA graphs and custom tool-call parsing.",BROKEN: Failed during model loading with a KeyError: 'language_model.model.layers.29.self_attn.qkv_proj.k_scale'. The author identified this as a regression in scale parameter remapping logic for the Llama4 architecture.,broken,https://github.com/sgl-project/sglang/pull/11282,fix: correct scale parameter remapping logic in Llama4ForConditionalGeneration
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,"python3 -m sglang.launch_server --model-path=/opt/dlami/nvme/models/Llama-4-Scout-17B-16E-Instruct/ --tp=8 --trust-remote-code --mem-fraction-static=0.7 --context-length=131072 --kv-cache-dtype=fp8_e4m3 --attention-backend=fa3 --model-loader-extra-config '{""enable_multithread_load"": true, ""num_threads"": 8}'",TP8 (likely 8 GPUs),Launching the SGLang server for Llama 4 Scout to test weightless qk_norm handling and multi-threaded loading.,Successful loading. Eliminated previous 'Some weights are not initialized' warnings related to qk_norm. Memory usage reported as 30.27 GB (avail 107.74 GB). Multi-thread loading completed in approximately 2 minutes 51 seconds. Utilized FP8 KV cache and FlashAttention 3.,working,https://github.com/sgl-project/sglang/pull/12813,add weightless qk norm to RMSNorm interface for Llama 4
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,python3 benchmark/gsm8k/bench_sglang.py --num-shots 8 --num-questions 1319 --parallel 500,TP8 (via the server launched in the previous command),Benchmarking the model accuracy and throughput on the GSM8K dataset using 8-shot prompting and high parallelism.,"Accuracy: 0.926, Output throughput: 5361.274 token/s, Latency: 25.235 s for 1319 questions.",working,https://github.com/sgl-project/sglang/pull/12813,add weightless qk norm to RMSNorm interface for Llama 4
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,python3 -m sglang.launch_server --model-path meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8 --speculative-algorithm EAGLE3 --speculative-draft-model-path nvidia/Llama-4-Maverick-17B-128E-Eagle3 --speculative-num-steps 3 --speculative-eagle-topk 1 --speculative-num-draft-tokens 4 --mem-fraction-static 0.6 --cuda-graph-max-bs 2 --tp 8 --context-length 8192 --trust-remote-code --host 0.0.0.0 --port 30000,8xH200,Performance and accuracy testing of Llama-4-Maverick-17B-128E-Instruct-FP8 with EAGLE3 speculative decoding.,Working. Output throughput: 216.697 token/s. GSM8k accuracy: 0.975. Note: Users reported issues with 'hf_quant_config.json' and may need to remove it manually for successful loading.,working,https://github.com/sgl-project/sglang/pull/6985,support llama4 eagle3
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,python3 -m sglang.launch_server --model-path meta-llama/Llama-4-Maverick-17B-128E-Instruct --context-length 65536 --tp 8 --speculative-algorithm EAGLE3 --speculative-draft-model-path nvidia/Llama-4-Maverick-17B-128E-Eagle3 --speculative-num-steps 3 --speculative-eagle-topk 1 --speculative-num-draft-tokens 4 --trust-remote-code,8xH200,Testing speculative decoding performance for the non-FP8 model variant with the EAGLE3 draft model.,Working. Achieved speed of 263.30 token/s and average acceptance length of 2.47 using the /v1/chat/completions API. Performance was significantly lower using the /generate API (125.52 token/s).,working,https://github.com/sgl-project/sglang/pull/6985,support llama4 eagle3
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,"SGLANG_IMAGE_PROCESSOR_FAST_DEVICE=cpu CUDA_VISIBLE_DEVICES=0,1,2,3,4,5,6,7 HIP_DISABLE_FLASHDECODE=1 HIP_HEAD_REDUCE=0 HIP_DEBUG_LAST_DENSE=128 HIP_DEBUG_FORCE_DENSE_DECODE=1 CUDA_LAUNCH_BLOCKING=0 HIP_DEBUG=0 python -m sglang.launch_server --model-path meta-llama/Llama-4-Scout-17B-16E-Instruct --port 20000 --tp 8 --max-total-tokens 200000 --context-length 200000 --cuda-graph-bs 1 --max-running-req 1 --chunked-prefill-size -1 --hip-attention-config '{""using_extend"": false, ""dense_layers"": [0, 1, 2, 3]}' --disable-radix-cache --attention-backend flashinfer --disable-cuda-graph --enable-multimodal --chat-template llama-4 --enable-hip-attention",8x NVIDIA GPUs (CUDA_VISIBLE_DEVICES 0-7),Testing Llama-4 Scout with HiP (Hierarchically Pruned) Attention for long-context vision/multimodal tasks up to 200k tokens.,Working/Experimental. Achieved 51.07 accuracy on LongVideoBench (first 748 samples) at 256k tokens config. Used to demonstrate HiP's ability to handle vision models and extremely long contexts with minimal accuracy degradation.,working,https://github.com/sgl-project/sglang/pull/3930,[Feature] Support Efficient Sparse HiP Attention (InfiniteHiP) with Long-Context Generalization and KV Offloading Capabilties
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,"python -c 'import os; import sglang as sgl; prompts = [""Hello, my name is"", ""The president of the United States is"", ""The capital of France is"", ""The future of AI is""]; sampling_params = {""temperature"": 0.7, ""top_p"": 0.9, ""max_new_tokens"": 128, ""skip_special_tokens"": True}; llm = sgl.Engine(model_path=""/home/scratch.omniml_data_2/HF_model_hub/Llama-4-Scout-17B-16E-Instruct-FP4"", quantization=""modelopt_fp4"", tp_size=4, context_length=1024, attention_backend=""flashinfer""); outputs = llm.generate(prompts, sampling_params); [print(f""Prompt: {p}\nGenerated: {o[\""text\""]}\n"") for p, o in zip(prompts, outputs)]'","Not explicitly specified, but requires at least 4 GPUs (tp_size=4) and at least FP8/FP4 compatible hardware (likely H100/H200 or B200 class for fp4 support).",Accuracy tests to verify the NVIDIA ModelOpt NVFP4 quantization workflow for Llama 4 models in SGLang. Specifically testing weight/scale loading logic for the FP4 checkpoint.,"Working. The model successfully generated coherent text for all four test prompts. For example, for the prompt 'The capital of France is', it correctly output 'Paris, the City of Light...'. The logs show the model successfully loaded weight scales for experts and linear layers.",working,https://github.com/sgl-project/sglang/pull/9526,Support modelopt llama4 nvfp4 workflow and fix issues
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,"python3 -m sglang.launch_server --model-path=/opt/dlami/nvme/models/Llama-4-Scout-17B-16E-Instruct/ --tp=8 --trust-remote-code --mem-fraction-static=0.7 --context-length=131072 --kv-cache-dtype=fp8_e4m3 --attention-backend=fa3 --model-loader-extra-config '{""enable_multithread_load"": true, ""num_threads"": 8}'","Mentioned ip-10-40-0-228, likely 8-GPU node due to tp=8","Launch serving for Llama 4 Scout with optimal configuration for shared experts overlap, testing the switch from torch.cuda.current_stream to get_current_device_stream_fast(). Used as the server backend for performance benchmarking.",Working. Serves as base for benchmarks. Performance results show a significant 25.4% improvement in P99 TTFT (reduced from 288.02ms to 214.91ms) compared to the old stream management implementation.,working,https://github.com/sgl-project/sglang/pull/12811,use fast stream instead of torch.cuda.current_stream in llama 4 shared experts overlap
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,python3 -m sglang.bench_serving --backend sglang --num-prompts 64 --dataset-name random --random-input-len 1024 --random-output-len 1024 --random-range-ratio 1 --max-concurrency=8 --flush-cache,,Benchmark serving performance (throughput and latency) for the Llama 4 Scout model comparing before/after optimization of device stream handling.,"Total Token Throughput (tok/s): 1823.35, Mean TTFT (ms): 198.57, P99 TTFT (ms): 214.91. Showed minor throughput gains but significant tail latency reduction.",working,https://github.com/sgl-project/sglang/pull/12811,use fast stream instead of torch.cuda.current_stream in llama 4 shared experts overlap
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,python3 benchmark/gsm8k/bench_sglang.py --num-shots 8 --num-questions 1319 --parallel 500,root@ip-10-40-0-228,Evaluate model accuracy and throughput on the GSM8K dataset using the optimized server setup.,"Accuracy: 0.920, Latency: 31.533 s, Output throughput: 4312.445 token/s. Validated that accuracy remains high and processing speed is excellent at high parallelism.",working,https://github.com/sgl-project/sglang/pull/12811,use fast stream instead of torch.cuda.current_stream in llama 4 shared experts overlap
